2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,38,33,33,33,33,33,33,33,33,33,33,33,33,33,2,2,2,
2,2,2,2,25,26,7,48,49,45,46,47,48,7,7,39,2,2,2,20,21,50,51,2,2,2,2,2,2,2,2,2,
2,2,2,2,27,28,7,7,7,7,7,7,7,7,7,40,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,29,30,7,7,7,7,7,7,7,7,7,34,34,34,34,34,34,34,34,37,34,34,34,34,34,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
