1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,-1,0,0,0,-1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-1,1,
1,-1,-1,-1,-1,-1,52,-1,-1,-1,-1,-1,-1,-1,52,-1,-1,-1,-1,-1,-1,-1,52,0,0,0,0,0,0,0,-1,1,
1,-1,-1,-1,0,0,52,-1,-1,-1,-1,-1,-1,-1,52,-1,-1,-1,-1,-1,-1,0,52,0,0,0,0,0,0,0,-1,1,
1,-1,-1,-1,-1,0,52,-1,-1,-1,-1,-1,-1,-1,52,-1,-1,-1,19,19,0,0,52,0,0,0,0,0,0,0,-1,1,
1,-1,-1,-1,-1,-1,52,-1,-1,-1,-1,-1,-1,-1,52,-1,-1,-1,18,18,0,0,52,0,0,0,0,0,0,0,-1,1,
1,5,5,5,5,5,5,5,5,5,5,5,5,5,52,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,
